Ending Weight Token,Ending Weight USD,Sale Rate,Total Proceeds,Unsold Tokens,Average Price,Min Price
0.04,0.96,0.55,1634966.847,22500000,0.05945334,0.003657247
0.04,0.96,0.56,1366801.766,22000000,0.048814349,0.003222009
0.04,0.96,0.57,1183773.939,21500000,0.041535928,0.002934926
0.04,0.96,0.58,2262946.148,21000000,0.078032626,0.005190278
0.04,0.96,0.59,1044084.488,20500000,0.035392695,0.00278834
0.04,0.96,0.6,1974536.089,20000000,0.06581787,0.004836583
0.04,0.96,0.61,2093358.632,19500000,0.068634709,0.005219776
0.04,0.96,0.62,2299686.386,19000000,0.074183432,0.00581901
0.04,0.96,0.63,3024763.813,18500000,0.096024248,0.007643179
0.04,0.96,0.64,1222124.849,18000000,0.038191402,0.003596385
0.04,0.96,0.65,2748618.733,17500000,0.084572884,0.007408956
0.04,0.96,0.66,2209507.077,17000000,0.06695476,0.006278202
0.04,0.96,0.67,1764361.664,16500000,0.052667512,0.005321103
0.04,0.96,0.68,1295265.688,16000000,0.03809605,0.004240501
0.04,0.96,0.69,1926254.631,15500000,0.055833468,0.006108742
0.04,0.96,0.7,2057199.936,15000000,0.058777141,0.006683727
0.04,0.96,0.71,1113808.954,14500000,0.0313749,0.004147071
0.04,0.96,0.72,2090604.799,14000000,0.058072356,0.007262799
0.04,0.96,0.73,3472080.345,13500000,0.095125489,0.011884405
0.04,0.96,0.74,2043346.188,13000000,0.055225573,0.007667077
0.04,0.96,0.75,1676725.673,12500000,0.044712685,0.00672636
0.04,0.96,0.76,2847256.794,12000000,0.07492781,0.011155837
0.04,0.96,0.77,2161291.499,11500000,0.056137442,0.009103841
0.04,0.96,0.78,6562243.248,11000000,0.168262647,0.026536388
0.04,0.96,0.79,2357256.506,10500000,0.05967738,0.010765207
0.04,0.96,0.8,4133574.727,10000000,0.103339368,0.018860057
0.04,0.96,0.81,1853382.945,9500000,0.045762542,0.009642698
0.04,0.96,0.82,8291417.671,9000000,0.202229699,0.040610324
0.04,0.96,0.83,11139828.62,8500000,0.268429605,0.057257123
0.04,0.96,0.84,4137717.254,8000000,0.098517077,0.023600175
0.04,0.96,0.85,2681595.54,7500000,0.063096366,0.016914218
0.04,0.96,0.86,2781103.564,7000000,0.064676827,0.018728124
0.04,0.96,0.87,4605654.89,6500000,0.105877124,0.03211401
0.04,0.96,0.88,5999215.415,6000000,0.136345805,0.044676089
0.04,0.96,0.89,7376939.642,5500000,0.165773925,0.059401813
0.04,0.96,0.9,11396988.27,5000000,0.253266406,0.099567936
0.04,0.96,0.91,4305593.271,4500000,0.094628424,0.043565116
0.04,0.96,0.92,3106218.585,4000000,0.067526491,0.036252778
0.04,0.96,0.93,3202406.554,3500000,0.068868958,0.042609677
0.04,0.96,0.94,9022678.611,3000000,0.191971885,0.132354034
0.04,0.96,0.95,10817013.13,2500000,0.227726592,0.18945981
0.04,0.96,0.96,4943841.815,2000000,0.102996704,0.111767523
0.04,0.96,0.97,2832664.05,1500000,0.058405444,0.089104052
0.04,0.96,0.98,4035338.612,1000000,0.082353849,0.185292234
0.04,0.96,0.99,7077896.318,500000,0.142987804,0.633997588
0.05,0.95,0.01,7078.626475,49500000,0.014157253,0.000333205
0.05,0.95,0.02,14477.50659,49000000,0.014477507,0.000344715
0.05,0.95,0.03,27018.46188,48500000,0.018012308,0.000362158
0.05,0.95,0.04,48531.21269,48000000,0.024265606,0.000390003
0.05,0.95,0.05,73938.82624,47500000,0.02957553,0.000422839
